.\Datasets\Jamendo\_1.00_vocal.h5,0.941145833,0.931560807,0.956038403,0.943640898
.\Datasets\Jamendo\_1.00_normal.h5,0.733333333,0.753854333,0.716523497,0.734715026
.\Datasets\Electrobyte\_1.00_vocal.h5,0.831273354,0.789149888,0.870450339,0.827808742
.\Datasets\Electrobyte\_1.00_normal.h5,0.822650187,0.805724726,0.816162862,0.810910205
